Statement Parser 2 Failure Analysis [host = bheema, date = 2018-10-16]
Summary
Total Attempts - 25850
SP2 failure - 1229 times
When SP2 failed - SP1 succeeded 311 times, failed 829 times, unknown status (timed out?) 89 times
Nature of SP2 failure - Total: 1229, Unidentified: 901, Unimplemented: 0, Parser Failure: 319, Itemizer Failure: 0, Tabula Failure: 2, Internal Error: 1, Others: 6
Details
Data dir & files	Declared inst_id	SP2 Failure	SP1 Result
60462659 Image Statement	9	Unidentified	SP1 succeeded
60466729 Image Statement	35	Unidentified	SP1 failed with message #ERROR INVALID E_STATEMENT_NO_TRANSACTIONS Looks like the statement does not contain any transactions. Please upload a valid statement
60469739 Statement	42	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60474979 Duplicate	20	Unidentified	SP1 succeeded
60477799 Duplicate	20	SP2 Parser failure	SP1 possibly timed out
60479109 Duplicate	44	Unidentified	SP1 possibly timed out
60479469 Image Statement	14	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Date has appeared in desc order, lastXnDate[2018-06-26] currXnDate[2018-02-07] nextXnDate[2018-03-07]
60480729 Image Statement	35	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60483899 Duplicate	31	Unidentified	SP1 possibly timed out
60484289 Image Statement Password	43	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60486109 Image Statement Password	22	Unidentified	SP1 succeeded
60486459 Duplicate	20	Unidentified	SP1 failed with message #ERROR INVALID E_STATEMENT_UNSUPPORTED_FORMAT HTML File (from netbanking) converted to PDF and uploaded. Does not support such statement.
60486779 Image Statement	12	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60487019 Duplicate	12	SP2 Parser failure	SP1 succeeded
60488389 Image Statement	4	SP2 Parser failure	SP1 succeeded
60488829 Duplicate	20	Unidentified	SP1 succeeded
60488849 Image Statement Password	4	SP2 Parser failure	SP1 succeeded
60489619 Image Statement	35	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60489799 Duplicate	4	SP2 Parser failure	SP1 succeeded
60490249 Image Statement	17	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60490809 Image Statement	9	Unidentified	SP1 succeeded
60491249 Duplicate	17	Unidentified	SP1 succeeded
60492869 Duplicate	35	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60496579 Image Statement Password	30	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60496599 Image Statement Password	30	Unidentified	SP1 possibly timed out
60496949 Image Statement	20	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60497009 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60497469 Image Statement Password	35	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60498149 Image Statement	22	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60498239 Duplicate	22	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60498749 Duplicate	6	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60498989 Duplicate	4	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60504599 Duplicate	44	Unidentified	SP1 possibly timed out
60506219 Duplicate	20	Unidentified	SP1 succeeded
60510059 Duplicate	44	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60510239 Duplicate	6	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60510979 Duplicate	15	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION Date has appeared in desc order, lastXnDate[2018-08-15] currXnDate[2018-08-14] nextXnDate[2018-08-16]
60511239 Duplicate	8	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60513509 Image Statement	43	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60513729 Image Statement	161	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION This statement is supported by sp2 only.
60513749 Image Statement	161	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION This statement is supported by sp2 only.
60513779 Image Statement	161	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION This statement is supported by sp2 only.
60514539 Duplicate	161	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION This statement is supported by sp2 only.
60514739 Duplicate	44	SP2 Parser failure	SP1 succeeded
60515639 Duplicate	9	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60515709 Duplicate	161	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION This statement is supported by sp2 only.
60516669 Image Statement	35	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60517699 Duplicate	140	Unidentified	SP1 succeeded
60518019 Duplicate	46	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60518729 Image Statement	28	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60519079 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60521159 Image Statement	15	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION Date has appeared in desc order, lastXnDate[2018-08-15] currXnDate[2018-08-14] nextXnDate[2018-08-16]
60521869 Duplicate	8	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60522499 Image Statement	23	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60523129 Image Statement	25	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Invalid xn -0-00,\N,,,
60524499 Image Statement	81	Unidentified	SP1 succeeded
60528989 Duplicate	24	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60529569 Image Statement	166	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION This statement is supported by sp2 only.
60530069 Duplicate	8	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60534359 Image Statement	32	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60537799 Image Statement	11	SP2 Parser failure	SP1 succeeded
60537859 Duplicate	11	SP2 Parser failure	SP1 succeeded
60543169 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60543429 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60543459 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60543619 Duplicate	11	SP2 Parser failure	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60545529 Duplicate	28	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60548149 Image Statement Password	11	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION Improper balance []
60548189 Image Statement Password	17	Unidentified	SP1 failed with message #ERROR UNSUPPORTED_VERSION No xns found
60548369 Image Statement	20	Unidentified	SP1 failed with message #ERROR INVALID E_STATEMENT_NO_TRANSACTIONS There are no transactions in this statement.
60551619 Duplicate	77	Unidentified	SP1 failed with message #ERROR INVALID HTML File (from netbanking) converted to PDF and uploaded. Does not support such statement.
